Study_ID,Product_Name,Batch_ID,Time_Point_Month,Test_Date,Study_Type,Storage_Temperature,Storage_Humidity,Packaging_Type,Potency_%,Impurity_%,Moisture_%,Dissolution_%,Potency_Lower,Potency_Upper,Impurity_Upper,Dissolution_Lower
ST-048,Amoxy-250,B2025-659,24,2026-07-06,Long-term,25.0,60.0,Blister,95.76,0.698,2.78,90.0,95.0,105.0,1.0,80.0
ST-049,Ibuprofen-400,B2024-478,0,2025-02-08,Long-term,25.0,60.0,Strip,100.29,0.166,2.25,95.9,95.0,105.0,1.0,80.0
ST-049,Ibuprofen-400,B2024-478,3,2025-05-09,Long-term,25.0,60.0,Strip,100.02,0.215,2.55,92.7,95.0,105.0,1.0,80.0
ST-049,Ibuprofen-400,B2024-478,6,2025-08-07,Long-term,25.0,60.0,Strip,99.74,0.227,2.83,91.0,95.0,105.0,1.0,80.0
ST-049,Ibuprofen-400,B2024-478,9,2025-11-05,Long-term,25.0,60.0,Strip,99.23,0.256,2.94,91.0,95.0,105.0,1.0,80.0
ST-049,Ibuprofen-400,B2024-478,12,2026-02-03,Long-term,25.0,60.0,Strip,98.8,0.292,2.3,96.6,95.0,105.0,1.0,80.0
ST-049,Ibuprofen-400,B2024-478,18,2026-08-02,Long-term,25.0,60.0,Strip,98.29,0.404,1.58,90.6,95.0,105.0,1.0,80.0
ST-049,Ibuprofen-400,B2024-478,24,2027-01-29,Long-term,25.0,60.0,Strip,97.45,0.478,1.78,93.3,95.0,105.0,1.0,80.0
ST-049,Ibuprofen-400,B2024-478,36,2028-01-24,Long-term,25.0,60.0,Strip,96.14,0.627,2.22,90.6,95.0,105.0,1.0,80.0
ST-050,Para-500,B2024-321,0,2023-08-21,Long-term,25.0,60.0,Strip,99.81,0.057,1.72,92.8,95.0,105.0,1.0,80.0
ST-050,Para-500,B2024-321,3,2023-11-19,Long-term,25.0,60.0,Strip,98.32,0.283,2.23,91.5,95.0,105.0,1.0,80.0
ST-050,Para-500,B2024-321,6,2024-02-17,Long-term,25.0,60.0,Strip,96.46,0.458,1.05,98.5,95.0,105.0,1.0,80.0
ST-050,Para-500,B2024-321,9,2024-05-17,Long-term,25.0,60.0,Strip,95.26,0.684,2.65,91.6,95.0,105.0,1.0,80.0
ST-050,Para-500,B2024-321,12,2024-08-15,Long-term,25.0,60.0,Strip,93.68,0.881,2.18,95.4,95.0,105.0,1.0,80.0
ST-050,Para-500,B2024-321,18,2025-02-11,Long-term,25.0,60.0,Strip,90.63,1.286,2.46,96.3,95.0,105.0,1.0,80.0
ST-050,Para-500,B2024-321,24,2025-08-10,Long-term,25.0,60.0,Strip,87.16,1.693,2.82,96.4,95.0,105.0,1.0,80.0
